Province,City,Population
Anhui,合肥市,5055978
Anhui,芜湖市,1598165
Anhui,淮南市,1255619
Anhui,阜阳市,1191810
Anhui,蚌埠市,1077704
Anhui,六安市,1069940
Anhui,宿州市,920722
Anhui,淮北市,830891
Anhui,马鞍山市,784608
Anhui,亳州市,750569
Anhui,安庆市,728501
Anhui,滁州市,648861
Anhui,铜陵市,626040
Anhui,太和县,614876
Anhui,肥西县,612477
Anhui,肥东县,601520
Anhui,临泉县,505006
Anhui,巢湖市,492952
Anhui,蒙城县,480168
Anhui,颍上县,475233
Anhui,庐江县,475100
Anhui,长丰县,471250
Anhui,涡阳县,447959
Anhui,利辛县,444796
Anhui,宣城市,442841
Anhui,濉溪县,433211
Anhui,天长市,433085
Anhui,黄山市,418990
Anhui,池州市,417336
Anhui,无为市,417265
Anhui,桐城市,398423
Anhui,萧县,374732
Anhui,砀山县,373965
Anhui,寿县,359700
Anhui,灵璧县,354086
Anhui,怀远县,347234
Anhui,阜南县,346564
Anhui,霍邱县,334257
Anhui,舒城县,319456
Anhui,凤阳县,315375
Anhui,广德县,314649
Anhui,界首市,308493
Anhui,泗县,306522
Anhui,定远县,303835
Anhui,当涂县,281650
Anhui,宁国市,272705
Anhui,明光市,269573
Anhui,全椒县,256177
Anhui,宿松县,245326
Anhui,枞阳县,241942
Anhui,湾沚区,241358
Anhui,怀宁县,241120
Anhui,来安县,238798
Anhui,潜山市,238099
Anhui,凤台县,237410
Anhui,五河县,233023
Anhui,南陵县,232557
Anhui,东至县,221424
Anhui,金寨县,208351
Anhui,和县,205671
Anhui,霍山县,198342
Anhui,郎溪县,197399
Anhui,含山县,187909
Anhui,太湖县,176506
Anhui,歙县,161253
Anhui,望江县,160313
Anhui,固镇县,157596
Anhui,繁昌县,146003
Anhui,泾县,145568
Anhui,青阳县,128607
Anhui,岳西县,124212
Anhui,休宁县,88754
Anhui,博望区,88712
Anhui,绩溪县,82619
Anhui,祁门县,74438
Beijing,北京市,18960744
Beijing,延庆区,205689
Chongqing,重庆市,9580819
Chongqing,万州区,1078149
Chongqing,江津区,817888
Chongqing,永川区,803458
Chongqing,涪陵区,801151
Chongqing,合川区,795780
Chongqing,开州区,608485
Chongqing,璧山区,535680
Chongqing,大足区,505131
Chongqing,綦江区,500510
Chongqing,云阳县,491309
Chongqing,长寿区,484331
Chongqing,铜梁区,423008
Chongqing,潼南区,401323
Chongqing,荣昌区,400527
Chongqing,奉节县,368869
Chongqing,南川区,348987
Chongqing,忠县,348004
Chongqing,梁平区,323483
Chongqing,垫江县,320460
Chongqing,黔江区,288462
Chongqing,丰都县,274294
Chongqing,酉阳土家族苗族自治县,256260
Chongqing,彭水苗族土家族自治县,256007
Chongqing,石柱土家族自治县,225190
Chongqing,秀山土家族苗族自治县,224955
Chongqing,巫山县,200671
Chongqing,万盛经济技术开发区,187007
Chongqing,武隆区,175838
Chongqing,巫溪县,156732
Chongqing,城口县,81260
Fujian,厦门市,4617251
Fujian,福州市,3723454
Fujian,漳州市,1565071
Fujian,莆田市,1539389
Fujian,泉州市,1469157
Fujian,晋江市,1416151
Fujian,南安市,936897
Fujian,福清市,744774
Fujian,龙岩市,722334
Fujian,闽侯县,593963
Fujian,石狮市,589902
Fujian,惠安县,584053
Fujian,安溪县,498061
Fujian,仙游县,473860
Fujian,漳浦县,466953
Fujian,宁德市,425499
Fujian,福安市,397068
Fujian,三明市,378423
Fujian,福鼎市,351341
Fujian,南平市,327596
Fujian,连江县,323972
Fujian,霞浦县,289598
Fujian,德化县,259496
Fujian,永春县,258934
Fujian,诏安县,255173
Fujian,永安市,248425
Fujian,建瓯市,226100
Fujian,云霄县,223883
Fujian,邵武市,217836
Fujian,平和县,215480
Fujian,长汀县,212617
Fujian,建阳区,209876
Fujian,平潭县,207444
Fujian,上杭县,193718
Fujian,罗源县,182607
Fujian,沙县区,176226
Fujian,尤溪县,166631
Fujian,永定区,163947
Fujian,大田县,162066
Fujian,南靖县,162029
Fujian,古田县,160506
Fujian,武夷山市,159308
Fujian,武平县,147995
Fujian,漳平市,147462
Fujian,浦城县,143301
Fujian,东山县,141511
Fujian,宁化县,126219
Fujian,连城县,124550
Fujian,永泰县,121768
Fujian,闽清县,112260
Fujian,政和县,93025
Fujian,顺昌县,92001
Fujian,寿宁县,88595
Fujian,将乐县,85175
Fujian,周宁县,78954
Fujian,华安县,71401
Gansu,兰州市,3012577
Gansu,天水市,752900
Gansu,武威市,467726
Gansu,平凉市,332399
Gansu,酒泉市,327492
Gansu,庆阳市,318298
Gansu,临夏市,315082
Gansu,白银市,306599
Gansu,嘉峪关市,295257
Gansu,张掖市,278092
Gansu,陇南市,243502
Gansu,金昌市,237927
Gansu,榆中县,233289
Gansu,定西市,222386
Gansu,陇西县,219132
Gansu,临洮县,188693
Gansu,甘谷县,183768
Gansu,兰州新区,167044
Gansu,平川区,147724
Gansu,靖远县,147185
Gansu,会宁县,141900
Gansu,秦安县,140593
Gansu,永登县,138883
Gansu,武山县,130600
Gansu,敦煌市,129853
Gansu,礼县,128219
Gansu,成县,121129
Gansu,岷县,115495
Gansu,静宁县,112976
Gansu,景泰县,111860
Gansu,华亭市,110695
Gansu,环县,110333
Gansu,宁县,108778
Gansu,镇原县,104689
Gansu,永昌县,101084
Gansu,西和县,97876
Gansu,庆城县,95391
Gansu,庄浪县,95390
Gansu,永靖县,94847
Gansu,民乐县,89881
Gansu,广河县,89677
Gansu,通渭县,87686
Gansu,玉门市,87544
Gansu,泾川县,86982
Gansu,山丹县,82687
Gansu,古浪县,79337
Gansu,徽县,79190
Gansu,清水县,79146
Gansu,渭源县,79098
Gansu,合作市,75650
Gansu,张家川回族自治县,73179
Gansu,民勤县,71594
Gansu,正宁县,71405
Guangdong,深圳市,17444609
Guangdong,广州市,16096724
Guangdong,东莞市,9644871
Guangdong,佛山市,9042509
Guangdong,中山市,3841873
Guangdong,汕头市,3838900
Guangdong,惠州市,2900113
Guangdong,珠海市,2207090
Guangdong,江门市,1795459
Guangdong,湛江市,1400709
Guangdong,茂名市,1307802
Guangdong,潮州市,1254007
Guangdong,揭阳市,1242906
Guangdong,清远市,1197581
Guangdong,肇庆市,1035810
Guangdong,普宁市,935668
Guangdong,阳江市,859595
Guangdong,韶关市,803375
Guangdong,博罗县,712593
Guangdong,梅州市,694495
Guangdong,河源市,662950
Guangdong,惠东县,640377
Guangdong,陆丰市,545474
Guangdong,海丰县,537278
Guangdong,高州市,490301
Guangdong,化州市,472746
Guangdong,四会市,452536
Guangdong,廉江市,443812
Guangdong,惠来县,437430
Guangdong,台山市,433266
Guangdong,开平市,430035
Guangdong,信宜市,418731
Guangdong,雷州市,412291
Guangdong,英德市,398066
Guangdong,饶平县,394636
Guangdong,吴川市,388714
Guangdong,云浮市,380044
Guangdong,兴宁市,365661
Guangdong,阳春市,360359
Guangdong,汕尾市,345373
Guangdong,鹤山市,334432
Guangdong,五华县,331583
Guangdong,罗定市,317060
Guangdong,遂溪县,289536
Guangdong,丰顺县,254264
Guangdong,恩平市,251742
Guangdong,徐闻县,238402
Guangdong,怀集县,221882
Guangdong,揭西县,209233
Guangdong,紫金县,207394
Guangdong,乐昌市,199438
Guangdong,龙川县,197714
Guangdong,阳西县,189866
Guangdong,新兴县,185930
Guangdong,连州市,176572
Guangdong,南雄市,171215
Guangdong,广宁县,164249
Guangdong,郁南县,160255
Guangdong,大埔县,154719
Guangdong,阳山县,154401
Guangdong,龙门县,146193
Guangdong,佛冈县,136789
Guangdong,陆河县,133178
Guangdong,封开县,124170
Guangdong,和平县,115301
Guangdong,翁源县,114951
Guangdong,连平县,105906
Guangdong,新丰县,102680
Guangdong,蕉岭县,101777
Guangdong,德庆县,99967
Guangdong,平远县,95296
Guangdong,东源县,86903
Guangdong,乳源瑶族自治县,86827
Guangdong,始兴县,81780
Guangdong,仁化县,76629
Guangxi,南宁市,4582703
Guangxi,柳州市,2204841
Guangxi,桂林市,1361244
Guangxi,贵港市,921440
Guangxi,玉林市,877561
Guangxi,钦州市,771052
Guangxi,梧州市,665910
Guangxi,桂平市,652210
Guangxi,北海市,651091
Guangxi,博白县,599279
Guangxi,平南县,584474
Guangxi,北流市,573761
Guangxi,贺州市,560686
Guangxi,来宾市,531511
Guangxi,防城港市,416752
Guangxi,岑溪市,397639
Guangxi,灵山县,391284
Guangxi,藤县,380903
Guangxi,横县,372273
Guangxi,陆川县,364251
Guangxi,宾阳县,362779
Guangxi,武鸣区,356820
Guangxi,百色市,337516
Guangxi,合浦县,305822
Guangxi,容县,277620
Guangxi,平果市,277500
Guangxi,河池市,268122
Guangxi,崇左市,265077
Guangxi,都安瑶族自治县,245021
Guangxi,宜州区,235908
Guangxi,浦北县,225138
Guangxi,全州县,214979
Guangxi,灵川县,210194
Guangxi,扶绥县,192689
Guangxi,兴业县,191425
Guangxi,鹿寨县,186714
Guangxi,田阳区,176467
Guangxi,昭平县,159706
Guangxi,融水苗族自治县,159467
Guangxi,田东县,155950
Guangxi,东兴市,155538
Guangxi,钟山县,155076
Guangxi,武宣县,151671
Guangxi,柳城县,151595
Guangxi,靖西市,150456
Guangxi,荔浦市,146753
Guangxi,南丹县,138640
Guangxi,大化瑶族自治县,134949
Guangxi,上林县,122426
Guangxi,罗城仫佬族自治县,122161
Guangxi,兴安县,117537
Guangxi,马山县,116196
Guangxi,象州县,115461
Guangxi,融安县,113841
Guangxi,富川瑶族自治县,113719
Guangxi,环江毛南族自治县,111118
Guangxi,忻城县,110567
Guangxi,隆安县,110307
Guangxi,宁明县,106750
Guangxi,大新县,101841
Guangxi,平乐县,101187
Guangxi,隆林各族自治县,93051
Guangxi,三江侗族自治县,91236
Guangxi,巴马瑶族自治县,90491
Guangxi,永福县,88363
Guangxi,天等县,87043
Guangxi,阳朔县,85931
Guangxi,灌阳县,85330
Guangxi,德保县,84307
Guangxi,苍梧县,82743
Guangxi,龙州县,82587
Guangxi,凭祥市,81773
Guangxi,恭城瑶族自治县,81521
Guangxi,凌云县,71892
Guangxi,合山市,48873
Guizhou,贵阳市,4021275
Guizhou,遵义市,1675245
Guizhou,毕节市,695174
Guizhou,兴义市,649497
Guizhou,六盘水市,606797
Guizhou,凯里市,519243
Guizhou,安顺市,513850
Guizhou,威宁彝族回族苗族自治县,463564
Guizhou,铜仁市,423078
Guizhou,盘州市,420894
Guizhou,仁怀市,361723
Guizhou,清镇市,350665
Guizhou,都匀市,348954
Guizhou,织金县,347931
Guizhou,黔西县,340348
Guizhou,大方县,323897
Guizhou,纳雍县,292089
Guizhou,金沙县,274114
Guizhou,桐梓县,247297
Guizhou,习水县,247219
Guizhou,水城县,241908
Guizhou,瓮安县,241886
Guizhou,六枝特区,211956
Guizhou,惠水县,193872
Guizhou,思南县,189270
Guizhou,湄潭县,188220
Guizhou,开阳县,186254
Guizhou,德江县,184746
Guizhou,绥阳县,172541
Guizhou,平坝区,171804
Guizhou,沿河土家族自治县,171066
Guizhou,赫章县,169215
Guizhou,兴仁市,169210
Guizhou,务川仡佬族苗族自治县,168349
Guizhou,正安县,167211
Guizhou,松桃苗族自治县,166569
Guizhou,黎平县,162522
Guizhou,福泉市,153763
Guizhou,安龙县,151747
Guizhou,普定县,144892
Guizhou,凤冈县,144414
Guizhou,罗甸县,142544
Guizhou,赤水市,138699
Guizhou,修文县,131379
Guizhou,贵定县,130913
Guizhou,道真仡佬族苗族自治县,128274
Guizhou,龙里县,127891
Guizhou,独山县,126745
Guizhou,印江土家族苗族自治县,121416
Guizhou,贞丰县,117914
Guizhou,天柱县,115893
Guizhou,镇宁布依族苗族自治县,114644
Guizhou,余庆县,106030
Guizhou,关岭布依族苗族自治县,105448
Guizhou,息烽县,104498
Guizhou,榕江县,102099
Guizhou,石阡县,102074
Guizhou,三都水族自治县,101991
Guizhou,紫云苗族布依族自治县,95977
Guizhou,镇远县,94217
Guizhou,黄平县,93992
Guizhou,望谟县,88704
Guizhou,长顺县,86653
Guizhou,江口县,81867
Guizhou,平塘县,79179
Guizhou,玉屏侗族自治县,78588
Guizhou,三穗县,78555
Guizhou,晴隆县,76937
Guizhou,普安县,75258
Guizhou,剑河县,74541
Guizhou,岑巩县,74366
Guizhou,从江县,72219
Guizhou,册亨县,61671
Hainan,海口市,2349239
Hainan,三亚市,724854
Hainan,儋州市,452158
Hainan,文昌市,341862
Hainan,澄迈县,300915
Hainan,琼海市,262524
Hainan,东方市,257936
Hainan,万宁市,225608
Hainan,临高县,210779
Hainan,陵水黎族自治县,158159
Hainan,乐东黎族自治县,145063
Hainan,昌江黎族自治县,140954
Hainan,定安县,115856
Hainan,屯昌县,114523
Hainan,五指山市,67645
Hainan,洋浦经济开发区,63885
Hainan,琼中黎族苗族自治县,54785
Hainan,保亭黎族苗族自治县,54223
Hebei,石家庄市,5090440
Hebei,唐山市,2549968
Hebei,邯郸市,2095134
Hebei,保定市,1940384
Hebei,秦皇岛市,1520199
Hebei,邢台市,1480754
Hebei,张家口市,1339384
Hebei,廊坊市,886490
Hebei,衡水市,885468
Hebei,三河市,760107
Hebei,沧州市,759403
Hebei,承德市,604354
Hebei,定州市,577440
Hebei,迁安市,466210
Hebei,黄骅市,465826
Hebei,高碑店市,459369
Hebei,任丘市,458878
Hebei,霸州市,455923
Hebei,武安市,453442
Hebei,涿州市,395792
Hebei,遵化市,392821
Hebei,辛集市,368208
Hebei,魏县,357500
Hebei,正定县,355785
Hebei,宁晋县,342341
Hebei,固安县,342159
Hebei,香河县,330665
Hebei,峰峰矿区,327532
Hebei,大名县,317877
Hebei,曹妃甸区,301242
Hebei,河间市,296820
Hebei,玉田县,296238
Hebei,临漳县,290955
Hebei,徐水区,287983
Hebei,新乐市,281458
Hebei,滦州市,278807
Hebei,文安县,266761
Hebei,沙河市,265977
Hebei,泊头市,264187
Hebei,清河县,254224
Hebei,曲周县,244750
Hebei,乐亭县,240945
Hebei,涉县,239933
Hebei,晋州市,238153
Hebei,滦南县,237640
Hebei,磁县,235811
Hebei,雄县,235236
Hebei,曲阳县,235213
Hebei,蠡县,231467
Hebei,定兴县,230023
Hebei,平泉市,228261
Hebei,张北县,227285
Hebei,昌黎县,227270
Hebei,青县,226363
Hebei,平山县,219902
Hebei,景县,217383
Hebei,蔚县,215790
Hebei,大城县,215121
Hebei,隆尧县,212776
Hebei,怀来县,211641
Hebei,故城县,207499
Hebei,献县,203715
Hebei,赵县,200524
Hebei,枣强县,200423
Hebei,迁西县,200036
Hebei,易县,199500
Hebei,深州市,197414
Hebei,威县,194464
Hebei,安平县,191674
Hebei,唐县,191066
Hebei,盐山县,190096
Hebei,安国市,189925
Hebei,元氏县,188316
Hebei,肥乡区,188215
Hebei,安新县,186713
Hebei,无极县,186172
Hebei,南宫市,183450
Hebei,成安县,181879
Hebei,平乡县,177125
Hebei,永清县,176869
Hebei,围场满族蒙古族自治县,174027
Hebei,东光县,170863
Hebei,肃宁县,170261
Hebei,涞水县,163459
Hebei,涞源县,162973
Hebei,馆陶县,157033
Hebei,丰宁满族自治县,148332
Hebei,高阳县,148172
Hebei,承德县,146317
Hebei,容城县,145215
Hebei,巨鹿县,142982
Hebei,灵寿县,142289
Hebei,鸡泽县,141302
Hebei,广平县,141156
Hebei,临西县,141043
Hebei,宽城满族自治县,140890
Hebei,涿鹿县,138859
Hebei,隆化县,138768
Hebei,南皮县,137293
Hebei,兴隆县,135924
Hebei,青龙满族自治县,135890
Hebei,行唐县,135039
Hebei,井陉县,132756
Hebei,滦平县,129894
Hebei,阜城县,128454
Hebei,沧县,125085
Hebei,卢龙县,123352
Hebei,望都县,122493
Hebei,武邑县,122183
Hebei,内丘县,115960
Hebei,阳原县,115758
Hebei,博野县,113588
Hebei,邱县,112644
Hebei,顺平县,109612
Hebei,大厂回族自治县,109011
Hebei,孟村回族自治县,104220
Hebei,广宗县,102448
Hebei,高邑县,100414
Hebei,阜平县,100321
Hebei,赤城县,100137
Hebei,沽源县,97967
Hebei,饶阳县,96783
Hebei,怀安县,94361
Hebei,深泽县,94216
Hebei,临城县,90920
Hebei,吴桥县,88004
Hebei,赞皇县,83176
Hebei,柏乡县,77541
Hebei,海兴县,72299
Heilongjiang,哈尔滨市,5242897
Heilongjiang,大庆市,1604027
Heilongjiang,齐齐哈尔市,1029522
Heilongjiang,牡丹江市,808216
Heilongjiang,佳木斯市,698557
Heilongjiang,鸡西市,626019
Heilongjiang,鹤岗市,514826
Heilongjiang,七台河市,426065
Heilongjiang,双鸭山市,388847
Heilongjiang,绥化市,355700
Heilongjiang,伊春市,331640
Heilongjiang,阿城区,322530
Heilongjiang,肇东市,312289
Heilongjiang,五常市,256842
Heilongjiang,尚志市,246880
Heilongjiang,富锦市,240925
Heilongjiang,双城区,239931
Heilongjiang,嫩江市,223587
Heilongjiang,北安市,213850
Heilongjiang,安达市,196645
Heilongjiang,讷河市,193396
Heilongjiang,黑河市,189471
Heilongjiang,密山市,186287
Heilongjiang,虎林市,184294
Heilongjiang,海林市,180669
Heilongjiang,铁力市,173360
Heilongjiang,富拉尔基区,170169
Heilongjiang,海伦市,164766
Heilongjiang,宾县,162735
Heilongjiang,宝清县,156506
Heilongjiang,萝北县,145075
Heilongjiang,绥棱县,142759
Heilongjiang,肇源县,141326
Heilongjiang,五大连池市,135828
Heilongjiang,巴彦县,135099
Heilongjiang,加格达奇区,133790
Heilongjiang,龙江县,125179
Heilongjiang,宁安市,123311
Heilongjiang,集贤县,119384
Heilongjiang,桦南县,114107
Heilongjiang,依兰县,113401
Heilongjiang,同江市,112222
Heilongjiang,绥芬河市,111455
Heilongjiang,肇州县,108439
Heilongjiang,勃利县,106061
Heilongjiang,依安县,104985
